Gender,Age,DailyMeals,ExerciseLevel,Height,Weight,BMR,Carbs,Proteins,Fats,Calories
0,22,3,2,175,69.0,1678.75,325.258,130.103,86.735,2602.059
0,22,2,0,168,95.0,1895.0,284.25,113.7,75.8,2274.0
1,61,4,0,155,61.0,1112.75,166.912,66.765,44.51,1335.298
0,34,3,0,160,107.0,1905.0,285.75,114.3,76.2,2286.0
1,21,2,0,152,63.0,1314.0,197.1,78.84,52.56,1576.8
0,20,4,0,183,81.0,1858.75,278.812,111.525,74.35,2230.498
0,23,2,0,165,76.0,1681.25,252.188,100.875,67.25,2017.502
0,23,3,1,175,73.0,1713.75,294.551,117.82,78.547,2356.407
0,23,2,1,168,55.0,1490.0,256.094,102.438,68.292,2048.756
0,22,3,0,168,40.0,1345.0,201.75,80.7,53.8,1614.0
0,21,2,0,160,64.0,1540.0,231.0,92.4,61.6,1848.0
1,32,3,0,140,89.0,1444.0,216.6,86.64,57.76,1732.8
0,23,3,0,168,60.0,1540.0,231.0,92.4,61.6,1848.0
1,24,3,0,152,73.0,1399.0,209.85,83.94,55.96,1678.8
1,28,2,0,168,62.0,1369.0,205.35,82.14,54.76,1642.8
0,23,2,0,163,130.0,2208.75,331.312,132.525,88.35,2650.498
0,23,4,0,180,62.0,1635.0,245.25,98.1,65.4,1962.0
0,20,2,0,178,65.0,1667.5,250.125,100.05,66.7,2001.0
0,43,3,0,155,88.0,1638.75,245.812,98.325,65.55,1966.498
0,26,3,0,168,107.0,1995.0,299.25,119.7,79.8,2394.0
0,23,4,0,165,65.0,1571.25,235.688,94.275,62.85,1885.502
0,27,2,0,160,70.0,1570.0,235.5,94.2,62.8,1884.0
0,23,4,0,178,72.0,1722.5,258.375,103.35,68.9,2067.0
0,23,3,0,160,104.0,1930.0,289.5,115.8,77.2,2316.0
0,26,3,2,183,74.0,1758.75,340.758,136.303,90.869,2726.065
0,28,3,0,175,127.0,2228.75,334.312,133.725,89.15,2674.498
1,60,2,0,152,80.0,1289.0,193.35,77.34,51.56,1546.8
0,25,4,0,175,109.0,2063.75,309.562,123.825,82.55,2476.498
0,29,3,0,168,52.0,1430.0,214.5,85.8,57.2,1716.0
0,33,4,0,157,87.0,1691.25,253.688,101.475,67.65,2029.502
0,23,3,0,165,110.0,2021.25,303.188,121.275,80.85,2425.502
0,22,3,0,168,52.0,1465.0,219.75,87.9,58.6,1758.0
1,38,3,0,140,82.0,1344.0,201.6,80.64,53.76,1612.8
0,23,3,4,170,74.0,1692.5,401.969,160.788,107.192,3215.756
0,24,3,0,183,78.0,1808.75,271.312,108.525,72.35,2170.498
1,19,3,0,163,85.0,1612.75,241.912,96.765,64.51,1935.298
0,34,4,0,170,84.0,1737.5,260.625,104.25,69.5,2085.0
0,25,3,0,168,75.0,1680.0,252.0,100.8,67.2,2016.0
0,23,4,2,173,79.0,1761.25,341.242,136.497,90.998,2729.938
1,21,2,1,165,82.0,1585.25,272.465,108.986,72.657,2179.717
0,23,3,0,168,71.0,1650.0,247.5,99.0,66.0,1980.0
1,24,3,0,157,44.0,1140.25,171.038,68.415,45.61,1368.302
1,50,2,1,165,46.0,1080.25,185.668,74.267,49.511,1485.339
0,21,3,0,180,78.0,1805.0,270.75,108.3,72.2,2166.0
1,28,3,0,145,87.0,1475.25,221.288,88.515,59.01,1770.302
0,18,3,1,170,108.0,2057.5,353.633,141.453,94.302,2829.062
0,23,3,0,178,110.0,2102.5,315.375,126.15,84.1,2523.0
0,22,3,0,165,48.0,1406.25,210.938,84.375,56.25,1687.502
1,18,3,0,165,90.0,1680.25,252.038,100.815,67.21,2016.302
0,22,3,1,163,58.0,1493.75,256.738,102.695,68.464,2053.908
0,24,3,0,178,90.0,1897.5,284.625,113.85,75.9,2277.0
0,22,2,0,163,48.0,1393.75,209.062,83.625,55.75,1672.498
1,21,3,0,168,85.0,1634.0,245.1,98.04,65.36,1960.8
1,21,2,0,163,57.0,1322.75,198.412,79.365,52.91,1587.298
0,20,2,0,165,60.0,1536.25,230.438,92.175,61.45,1843.502
1,24,4,0,157,87.0,1570.25,235.538,94.215,62.81,1884.302
1,37,3,0,157,44.0,1075.25,161.288,64.515,43.01,1290.302
0,22,4,0,157,75.0,1626.25,243.938,97.575,65.05,1951.502
0,34,4,1,150,85.0,1622.5,278.867,111.547,74.365,2230.941
1,21,3,0,165,47.0,1235.25,185.288,74.115,49.41,1482.302
0,27,2,1,163,84.0,1728.75,297.129,118.852,79.234,2377.03
1,19,3,0,157,85.0,1575.25,236.288,94.515,63.01,1890.302
1,26,3,0,157,100.0,1690.25,253.538,101.415,67.61,2028.302
0,21,2,1,163,69.0,1608.75,276.504,110.602,73.734,2212.03
0,31,3,0,157,89.0,1721.25,258.188,103.275,68.85,2065.502
1,34,3,0,152,77.0,1389.0,208.35,83.34,55.56,1666.8
0,20,2,0,160,46.0,1365.0,204.75,81.9,54.6,1638.0
0,21,3,0,165,95.0,1881.25,282.188,112.875,75.25,2257.502
0,35,2,0,152,57.0,1350.0,202.5,81.0,54.0,1620.0
1,16,3,0,165,93.0,1720.25,258.037,103.215,68.81,2064.298
0,18,2,0,165,77.0,1716.25,257.438,102.975,68.65,2059.502
0,23,3,3,180,77.0,1785.0,384.891,153.956,102.637,3079.121
0,22,3,0,168,92.0,1865.0,279.75,111.9,74.6,2238.0
0,45,2,0,170,96.0,1802.5,270.375,108.15,72.1,2163.0
0,18,2,0,163,72.0,1653.75,248.062,99.225,66.15,1984.498
1,18,2,1,163,60.0,1367.75,235.082,94.033,62.689,1880.661
0,22,2,1,173,78.0,1756.25,301.855,120.742,80.495,2414.843
1,28,2,0,152,67.0,1319.0,197.85,79.14,52.76,1582.8
1,22,2,0,155,66.0,1357.75,203.662,81.465,54.31,1629.298
1,21,3,0,168,88.0,1664.0,249.6,99.84,66.56,1996.8
1,21,3,0,157,45.0,1165.25,174.788,69.915,46.61,1398.302
0,30,3,0,163,80.0,1673.75,251.062,100.425,66.95,2008.498
1,22,2,0,160,80.0,1529.0,229.35,91.74,61.16,1834.8
0,20,2,0,157,62.0,1506.25,225.938,90.375,60.25,1807.502
1,23,3,0,152,70.0,1374.0,206.1,82.44,54.96,1648.8
0,75,3,1,180,72.0,1475.0,253.516,101.406,67.604,2028.124
1,22,4,0,145,99.0,1625.25,243.788,97.515,65.01,1950.302
1,22,2,0,157,55.0,1260.25,189.038,75.615,50.41,1512.302
1,30,3,0,165,99.0,1710.25,256.537,102.615,68.41,2052.298
1,26,2,1,145,54.0,1155.25,198.559,79.423,52.949,1588.469
1,20,2,4,155,48.0,1187.75,282.091,112.836,75.224,2256.724
1,22,2,0,152,79.0,1469.0,220.35,88.14,58.76,1762.8
1,28,3,0,163,93.0,1647.75,247.162,98.865,65.91,1977.298
0,21,2,1,178,75.0,1762.5,302.93,121.172,80.781,2423.437
1,20,3,0,150,52.0,1196.5,179.475,71.79,47.86,1435.8
1,40,3,0,142,100.0,1526.5,228.975,91.59,61.06,1831.8
1,24,2,0,140,53.0,1124.0,168.6,67.44,44.96,1348.8
0,40,3,0,170,53.0,1397.5,209.625,83.85,55.9,1677.0
0,23,3,0,178,87.0,1872.5,280.875,112.35,74.9,2247.0
1,49,3,0,155,107.0,1632.75,244.912,97.965,65.31,1959.298
0,19,2,0,175,76.0,1763.75,264.562,105.825,70.55,2116.498
1,24,3,0,163,65.0,1387.75,208.162,83.265,55.51,1665.298
1,22,4,0,157,46.0,1170.25,175.538,70.215,46.81,1404.302
0,30,3,0,170,52.0,1437.5,215.625,86.25,57.5,1725.0
0,28,2,0,155,84.0,1673.75,251.062,100.425,66.95,2008.498
1,16,2,1,165,60.0,1390.25,238.949,95.58,63.72,1911.596
0,29,3,0,170,50.0,1422.5,213.375,85.35,56.9,1707.0
0,30,4,0,168,107.0,1975.0,296.25,118.5,79.0,2370.0
1,37,3,0,155,99.0,1612.75,241.912,96.765,64.51,1935.298
1,22,2,0,157,67.0,1380.25,207.038,82.815,55.21,1656.302
0,25,3,2,170,72.0,1662.5,322.109,128.844,85.896,2576.876
0,24,3,0,168,117.0,2105.0,315.75,126.3,84.2,2526.0
1,23,3,3,168,55.0,1324.0,285.488,114.195,76.13,2283.902
1,23,2,0,163,75.0,1492.75,223.912,89.565,59.71,1791.298
0,19,2,1,168,71.0,1670.0,287.031,114.812,76.542,2296.25
0,22,2,0,160,67.0,1565.0,234.75,93.9,62.6,1878.0
0,24,3,0,160,44.0,1325.0,198.75,79.5,53.0,1590.0
0,21,2,0,165,51.0,1441.25,216.188,86.475,57.65,1729.502
0,24,3,0,165,114.0,2056.25,308.438,123.375,82.25,2467.502
1,41,3,0,157,105.0,1665.25,249.788,99.915,66.61,1998.302
1,35,3,0,142,77.0,1321.5,198.225,79.29,52.86,1585.8
0,25,3,0,168,113.0,2060.0,309.0,123.6,82.4,2472.0
0,28,3,0,168,48.0,1395.0,209.25,83.7,55.8,1674.0
1,28,2,1,163,49.0,1207.75,207.582,83.033,55.355,1660.655
1,21,2,2,155,42.0,1122.75,217.533,87.013,58.009,1740.265
1,23,3,3,142,55.0,1161.5,250.448,100.179,66.786,2003.582
0,21,3,0,180,78.0,1805.0,270.75,108.3,72.2,2166.0
1,51,2,0,152,80.0,1334.0,200.1,80.04,53.36,1600.8
0,29,3,0,152,84.0,1650.0,247.5,99.0,66.0,1980.0
0,50,2,1,160,68.0,1435.0,246.641,98.656,65.771,1973.127
1,25,2,0,160,54.0,1254.0,188.1,75.24,50.16,1504.8
1,23,3,0,157,89.0,1595.25,239.288,95.715,63.81,1914.302
1,28,3,0,140,72.0,1294.0,194.1,77.64,51.76,1552.8
1,24,3,0,170,59.0,1371.5,205.725,82.29,54.86,1645.8
1,21,2,2,165,56.0,1325.25,256.767,102.707,68.471,2054.135
1,22,4,0,142,86.0,1476.5,221.475,88.59,59.06,1771.8
1,22,4,0,152,95.0,1629.0,244.35,97.74,65.16,1954.8
0,30,3,0,170,52.0,1437.5,215.625,86.25,57.5,1725.0
1,25,3,0,152,66.0,1324.0,198.6,79.44,52.96,1588.8
0,24,2,0,175,66.0,1638.75,245.812,98.325,65.55,1966.498
0,18,4,0,173,74.0,1736.25,260.438,104.175,69.45,2083.502
1,45,3,0,145,58.0,1100.25,165.038,66.015,44.01,1320.302
0,22,2,1,165,62.0,1546.25,265.762,106.305,70.87,2126.098
0,22,3,0,163,60.0,1513.75,227.062,90.825,60.55,1816.498
0,21,3,4,180,78.0,1805.0,428.688,171.475,114.317,3429.505
0,29,4,0,168,101.0,1920.0,288.0,115.2,76.8,2304.0
1,23,3,0,157,61.0,1315.25,197.288,78.915,52.61,1578.302
1,44,4,0,137,72.0,1195.25,179.288,71.715,47.81,1434.302
0,23,3,0,168,82.0,1760.0,264.0,105.6,70.4,2112.0
1,23,3,0,160,43.0,1154.0,173.1,69.24,46.16,1384.8
0,53,3,0,170,50.0,1302.5,195.375,78.15,52.1,1563.0
0,20,3,0,165,41.0,1346.25,201.938,80.775,53.85,1615.502
0,23,3,0,168,61.0,1550.0,232.5,93.0,62.0,1860.0
0,22,3,0,180,105.0,2070.0,310.5,124.2,82.8,2484.0
0,21,3,0,168,65.0,1600.0,240.0,96.0,64.0,1920.0
0,24,3,0,168,93.0,1865.0,279.75,111.9,74.6,2238.0
0,35,4,0,152,85.0,1630.0,244.5,97.8,65.2,1956.0
0,21,2,0,163,67.0,1588.75,238.312,95.325,63.55,1906.498
0,26,2,0,175,63.0,1598.75,239.812,95.925,63.95,1918.498
1,44,3,1,163,45.0,1087.75,186.957,74.783,49.855,1495.655
1,47,2,0,163,68.0,1302.75,195.412,78.165,52.11,1563.298
1,22,2,1,168,51.0,1289.0,221.547,88.619,59.079,1772.375
0,22,2,0,180,78.0,1800.0,270.0,108.0,72.0,2160.0
1,36,3,0,155,40.0,1027.75,154.162,61.665,41.11,1233.298
0,22,4,3,165,70.0,1626.25,350.66,140.264,93.509,2805.277
0,26,3,0,168,61.0,1535.0,230.25,92.1,61.4,1842.0
0,15,3,4,160,49.0,1420.0,337.25,134.9,89.933,2697.997
0,21,2,0,173,80.0,1781.25,267.188,106.875,71.25,2137.502
1,54,2,0,145,72.0,1195.25,179.288,71.715,47.81,1434.302
0,23,3,3,170,75.0,1702.5,367.102,146.841,97.894,2936.818
0,23,3,1,165,69.0,1611.25,276.934,110.773,73.849,2215.469
1,59,3,4,157,53.0,1055.25,250.622,100.249,66.832,2004.972
0,23,2,0,168,72.0,1660.0,249.0,99.6,66.4,1992.0
1,23,4,0,163,42.0,1162.75,174.412,69.765,46.51,1395.298
0,31,3,0,157,88.0,1711.25,256.688,102.675,68.45,2053.502
0,22,4,0,183,105.0,2088.75,313.312,125.325,83.55,2506.498
0,30,3,0,173,54.0,1476.25,221.438,88.575,59.05,1771.502
1,22,2,0,173,78.0,1590.25,238.538,95.415,63.61,1908.302
1,23,2,0,157,56.0,1265.25,189.788,75.915,50.61,1518.302
0,23,2,4,175,82.0,1803.75,428.391,171.356,114.238,3427.13
0,26,4,0,157,90.0,1756.25,263.438,105.375,70.25,2107.502
0,24,4,3,170,95.0,1897.5,409.148,163.659,109.106,3273.182
1,28,4,0,175,101.0,1802.75,270.412,108.165,72.11,2163.298
1,30,3,0,168,79.0,1529.0,229.35,91.74,61.16,1834.8
0,22,3,0,173,118.0,2156.25,323.438,129.375,86.25,2587.502
0,28,3,0,163,99.0,1873.75,281.062,112.425,74.95,2248.498
1,27,4,0,170,68.0,1446.5,216.975,86.79,57.86,1735.8
0,20,4,0,152,85.0,1705.0,255.75,102.3,68.2,2046.0
0,31,4,0,152,89.0,1690.0,253.5,101.4,67.6,2028.0
0,21,2,1,157,69.0,1571.25,270.059,108.023,72.016,2160.472
1,44,3,0,163,48.0,1117.75,167.662,67.065,44.71,1341.298
0,23,2,1,173,63.0,1601.25,275.215,110.086,73.391,2201.723
1,24,3,0,157,77.0,1470.25,220.538,88.215,58.81,1764.302
0,30,2,0,173,35.0,1286.25,192.938,77.175,51.45,1543.502
1,21,3,0,152,89.0,1574.0,236.1,94.44,62.96,1888.8
0,22,3,3,168,60.0,1545.0,333.141,133.256,88.838,2665.13
1,30,3,0,140,99.0,1554.0,233.1,93.24,62.16,1864.8
0,25,3,0,170,52.0,1462.5,219.375,87.75,58.5,1755.0
0,50,3,0,168,51.0,1315.0,197.25,78.9,52.6,1578.0
1,38,3,0,160,40.0,1049.0,157.35,62.94,41.96,1258.8
1,27,3,0,157,78.0,1465.25,219.788,87.915,58.61,1758.302
1,23,3,0,137,73.0,1310.25,196.538,78.615,52.41,1572.302
0,21,3,0,170,123.0,2192.5,328.875,131.55,87.7,2631.0
1,23,3,0,157,90.0,1605.25,240.788,96.315,64.21,1926.302
0,25,3,1,173,100.0,1961.25,337.09,134.836,89.891,2696.723
0,25,3,0,163,110.0,1998.75,299.812,119.925,79.95,2398.498
0,22,2,2,170,65.0,1607.5,311.453,124.581,83.054,2491.622
1,23,4,0,157,97.0,1675.25,251.288,100.515,67.01,2010.302
0,20,3,0,157,40.0,1286.25,192.938,77.175,51.45,1543.502
1,21,2,0,152,52.0,1204.0,180.6,72.24,48.16,1444.8
0,22,2,0,145,58.0,1381.25,207.188,82.875,55.25,1657.502
0,22,3,0,160,114.0,2035.0,305.25,122.1,81.4,2442.0
1,27,3,0,152,97.0,1624.0,243.6,97.44,64.96,1948.8
1,21,2,1,155,65.0,1352.75,232.504,93.002,62.001,1860.033
0,32,3,0,155,93.0,1743.75,261.562,104.625,69.75,2092.498
1,21,3,0,157,43.0,1145.25,171.788,68.715,45.81,1374.302
0,23,3,0,165,47.0,1391.25,208.688,83.475,55.65,1669.502
1,22,2,1,150,58.0,1246.5,214.242,85.697,57.131,1713.935
0,29,2,1,173,93.0,1871.25,321.621,128.648,85.766,2572.97
1,61,3,0,152,61.0,1094.0,164.1,65.64,43.76,1312.8
0,22,3,1,165,105.0,1976.25,339.668,135.867,90.578,2717.342
0,22,2,0,168,60.0,1545.0,231.75,92.7,61.8,1854.0
1,23,3,0,142,84.0,1451.5,217.725,87.09,58.06,1741.8
0,23,3,2,178,79.0,1792.5,347.297,138.919,92.612,2778.372
0,22,4,1,168,62.0,1565.0,268.984,107.594,71.729,2151.873
1,22,2,2,157,68.0,1390.25,269.361,107.744,71.83,2154.89
0,23,3,0,180,63.0,1645.0,246.75,98.7,65.8,1974.0
0,49,3,0,157,89.0,1631.25,244.688,97.875,65.25,1957.502
1,27,3,0,157,45.0,1135.25,170.288,68.115,45.41,1362.302
1,23,2,2,160,74.0,1464.0,283.65,113.46,75.64,2269.2
0,22,3,0,165,43.0,1356.25,203.438,81.375,54.25,1627.502
0,29,4,0,175,108.0,2033.75,305.062,122.025,81.35,2440.498
0,31,3,0,163,106.0,1928.75,289.312,115.725,77.15,2314.498
1,22,2,0,157,80.0,1510.25,226.538,90.615,60.41,1812.302
1,50,3,0,142,70.0,1176.5,176.475,70.59,47.06,1411.8
1,50,3,0,165,50.0,1120.25,168.038,67.215,44.81,1344.302
1,24,4,2,168,60.0,1369.0,265.244,106.098,70.732,2121.956
1,20,2,2,165,63.0,1400.25,271.298,108.519,72.346,2170.382
0,24,3,0,165,120.0,2116.25,317.438,126.975,84.65,2539.502
1,22,2,0,130,39.0,931.5,139.725,55.89,37.26,1117.8
0,40,4,0,183,110.0,2048.75,307.312,122.925,81.95,2458.498
0,23,3,1,168,82.0,1760.0,302.5,121.0,80.667,2420.003
0,27,3,0,165,49.0,1391.25,208.688,83.475,55.65,1669.502
0,35,3,0,155,88.0,1678.75,251.812,100.725,67.15,2014.498
0,27,4,0,160,102.0,1890.0,283.5,113.4,75.6,2268.0
0,22,3,0,170,102.0,1977.5,296.625,118.65,79.1,2373.0
0,25,2,4,173,78.0,1741.25,413.547,165.419,110.279,3308.375
1,47,3,0,142,110.0,1591.5,238.725,95.49,63.66,1909.8
1,26,4,2,178,71.0,1531.5,296.728,118.691,79.128,2373.828
1,24,3,0,145,86.0,1485.25,222.788,89.115,59.41,1782.302
0,23,3,1,173,63.0,1601.25,275.215,110.086,73.391,2201.723
1,28,3,0,157,45.0,1130.25,169.538,67.815,45.21,1356.302
1,22,2,0,160,71.0,1439.0,215.85,86.34,57.56,1726.8
1,29,4,0,140,72.0,1289.0,193.35,77.34,51.56,1546.8
0,28,3,0,157,76.0,1606.25,240.938,96.375,64.25,1927.502
1,40,3,0,155,99.0,1597.75,239.662,95.865,63.91,1917.298
1,22,3,0,157,87.0,1580.25,237.038,94.815,63.21,1896.302
1,20,2,0,163,44.0,1197.75,179.662,71.865,47.91,1437.298
0,20,2,1,165,69.0,1626.25,279.512,111.805,74.536,2236.092
0,22,3,2,180,62.0,1640.0,317.75,127.1,84.733,2541.997
0,22,4,4,173,70.0,1676.25,398.109,159.244,106.162,3184.87
0,21,3,0,160,45.0,1350.0,202.5,81.0,54.0,1620.0
1,47,3,0,145,104.0,1550.25,232.538,93.015,62.01,1860.302
0,27,2,1,165,82.0,1721.25,295.84,118.336,78.891,2366.723
0,24,4,2,175,82.0,1798.75,348.508,139.403,92.935,2788.059
0,27,3,0,173,111.0,2061.25,309.188,123.675,82.45,2473.502
1,18,3,1,170,110.0,1911.5,328.539,131.416,87.61,2628.31
1,31,3,0,160,46.0,1144.0,171.6,68.64,45.76,1372.8
1,24,3,0,145,94.0,1565.25,234.788,93.915,62.61,1878.302
1,19,4,0,137,71.0,1310.25,196.538,78.615,52.41,1572.302
1,28,3,0,152,58.0,1229.0,184.35,73.74,49.16,1474.8
0,29,2,0,168,96.0,1870.0,280.5,112.2,74.8,2244.0
0,25,3,2,165,79.0,1701.25,329.617,131.847,87.898,2636.938
0,20,3,0,168,106.0,2015.0,302.25,120.9,80.6,2418.0
0,51,3,0,165,50.0,1281.25,192.188,76.875,51.25,1537.502
1,48,3,0,165,109.0,1720.25,258.037,103.215,68.81,2064.298
0,24,2,2,170,66.0,1607.5,311.453,124.581,83.054,2491.622
1,36,4,0,142,88.0,1426.5,213.975,85.59,57.06,1711.8
0,23,3,1,165,70.0,1621.25,278.652,111.461,74.307,2229.215
0,30,3,0,173,52.0,1456.25,218.438,87.375,58.25,1747.502
0,40,3,0,160,108.0,1885.0,282.75,113.1,75.4,2262.0
1,22,2,0,163,75.0,1497.75,224.662,89.865,59.91,1797.298
0,30,3,0,168,51.0,1415.0,212.25,84.9,56.6,1698.0
1,17,2,0,155,56.0,1282.75,192.412,76.965,51.31,1539.298
1,26,3,0,145,94.0,1555.25,233.288,93.315,62.21,1866.302
1,30,2,0,155,75.0,1407.75,211.162,84.465,56.31,1689.298
1,45,3,0,147,92.0,1452.75,217.912,87.165,58.11,1743.298
1,22,2,0,155,51.0,1207.75,181.162,72.465,48.31,1449.298
1,41,4,0,142,58.0,1101.5,165.225,66.09,44.06,1321.8
0,29,3,0,173,105.0,1991.25,298.688,119.475,79.65,2389.502
1,22,3,0,152,79.0,1469.0,220.35,88.14,58.76,1762.8
1,23,3,3,165,67.0,1425.25,307.32,122.928,81.952,2458.56
0,33,3,0,163,119.0,2048.75,307.312,122.925,81.95,2458.498
1,19,3,0,160,85.0,1594.0,239.1,95.64,63.76,1912.8
0,27,3,0,168,87.0,1790.0,268.5,107.4,71.6,2148.0
0,49,2,1,160,67.0,1430.0,245.781,98.312,65.542,1966.25
0,25,2,0,170,80.0,1742.5,261.375,104.55,69.7,2091.0
0,16,3,4,173,69.0,1696.25,402.859,161.144,107.429,3222.873
1,43,4,0,140,77.0,1269.0,190.35,76.14,50.76,1522.8
0,24,3,0,157,120.0,2066.25,309.938,123.975,82.65,2479.502
0,22,2,0,168,83.0,1775.0,266.25,106.5,71.0,2130.0
0,22,3,0,175,98.0,1968.75,295.312,118.125,78.75,2362.498
0,23,3,4,170,70.0,1652.5,392.469,156.988,104.658,3139.75
1,23,3,0,160,60.0,1324.0,198.6,79.44,52.96,1588.8
1,25,4,0,163,65.0,1382.75,207.412,82.965,55.31,1659.298
0,23,2,0,163,47.0,1378.75,206.812,82.725,55.15,1654.498
1,39,2,1,157,45.0,1075.25,184.809,73.923,49.282,1478.466
0,56,3,0,173,55.0,1356.25,203.438,81.375,54.25,1627.502
1,24,3,0,135,85.0,1412.75,211.912,84.765,56.51,1695.298
0,42,4,0,155,87.0,1633.75,245.062,98.025,65.35,1960.498
1,25,3,1,157,64.0,1335.25,229.496,91.798,61.199,1835.967
0,35,3,0,168,47.0,1350.0,202.5,81.0,54.0,1620.0
1,22,2,4,163,49.0,1237.75,293.966,117.586,78.391,2351.727
0,55,3,0,155,88.0,1578.75,236.812,94.725,63.15,1894.498
0,22,2,0,168,85.0,1795.0,269.25,107.7,71.8,2154.0
0,25,3,0,165,112.0,2031.25,304.688,121.875,81.25,2437.502
0,21,2,1,168,90.0,1850.0,317.969,127.188,84.792,2543.756
0,20,3,0,168,111.0,2065.0,309.75,123.9,82.6,2478.0
0,23,3,2,165,60.0,1521.25,294.742,117.897,78.598,2357.938
1,25,4,0,160,95.0,1664.0,249.6,99.84,66.56,1996.8
0,19,2,1,160,73.0,1640.0,281.875,112.75,75.167,2255.003
0,23,4,0,173,90.0,1871.25,280.688,112.275,74.85,2245.502
1,28,3,0,168,48.0,1229.0,184.35,73.74,49.16,1474.8
0,21,4,4,163,85.0,1768.75,420.078,168.031,112.021,3360.625
0,20,2,0,157,66.0,1546.25,231.938,92.775,61.85,1855.502
0,23,3,0,160,118.0,2070.0,310.5,124.2,82.8,2484.0
1,25,3,0,163,47.0,1202.75,180.412,72.165,48.11,1443.298
1,48,2,0,145,60.0,1105.25,165.788,66.315,44.21,1326.302
0,27,3,0,175,80.0,1763.75,264.562,105.825,70.55,2116.498
0,21,3,0,168,75.0,1700.0,255.0,102.0,68.0,2040.0
1,33,2,1,163,48.0,1172.75,201.566,80.627,53.751,1612.531
1,35,3,0,140,91.0,1449.0,217.35,86.94,57.96,1738.8
0,23,2,0,178,85.0,1852.5,277.875,111.15,74.1,2223.0
1,22,2,0,165,60.0,1360.25,204.038,81.615,54.41,1632.302
1,23,3,0,152,50.0,1174.0,176.1,70.44,46.96,1408.8
0,24,3,1,165,69.0,1606.25,276.074,110.43,73.62,2208.596
0,21,3,0,173,88.0,1861.25,279.188,111.675,74.45,2233.502
1,21,2,0,157,56.0,1275.25,191.288,76.515,51.01,1530.302
0,23,3,1,160,43.0,1320.0,226.875,90.75,60.5,1815.0
1,41,2,1,163,47.0,1122.75,192.973,77.189,51.459,1543.779
0,40,3,0,168,116.0,2015.0,302.25,120.9,80.6,2418.0
1,21,2,2,155,56.0,1262.75,244.658,97.863,65.242,1957.262
0,34,2,0,170,65.0,1547.5,232.125,92.85,61.9,1857.0
0,21,2,1,163,68.0,1598.75,274.785,109.914,73.276,2198.28
0,20,2,0,160,65.0,1555.0,233.25,93.3,62.2,1866.0
1,50,4,0,155,87.0,1427.75,214.162,85.665,57.11,1713.298
0,22,2,0,173,59.0,1566.25,234.938,93.975,62.65,1879.502
0,24,3,0,165,47.0,1386.25,207.938,83.175,55.45,1663.502
1,47,3,0,163,45.0,1072.75,160.912,64.365,42.91,1287.298
1,33,3,0,145,81.0,1390.25,208.538,83.415,55.61,1668.302
0,22,2,0,157,45.0,1326.25,198.938,79.575,53.05,1591.502
0,26,3,0,170,61.0,1547.5,232.125,92.85,61.9,1857.0
0,22,3,1,165,61.0,1536.25,264.043,105.617,70.411,2112.339
1,22,3,1,163,75.0,1497.75,257.426,102.97,68.647,2059.407
0,25,2,0,155,44.0,1288.75,193.312,77.325,51.55,1546.498
1,49,3,0,152,84.0,1384.0,207.6,83.04,55.36,1660.8
1,21,2,0,152,60.0,1284.0,192.6,77.04,51.36,1540.8
1,22,3,0,157,56.0,1270.25,190.538,76.215,50.81,1524.302
0,22,4,0,160,101.0,1905.0,285.75,114.3,76.2,2286.0
0,26,3,1,168,56.0,1485.0,255.234,102.094,68.062,2041.87
0,33,4,0,163,98.0,1838.75,275.812,110.325,73.55,2206.498
1,44,3,0,157,59.0,1190.25,178.538,71.415,47.61,1428.302
0,22,3,0,175,78.0,1768.75,265.312,106.125,70.75,2122.498
0,25,2,0,168,47.0,1400.0,210.0,84.0,56.0,1680.0
0,55,2,0,165,85.0,1611.25,241.688,96.675,64.45,1933.502
0,30,3,0,168,57.0,1475.0,221.25,88.5,59.0,1770.0
0,25,3,0,168,118.0,2110.0,316.5,126.6,84.4,2532.0
0,23,2,3,173,75.0,1721.25,371.145,148.458,98.972,2969.16
0,20,3,0,160,47.0,1375.0,206.25,82.5,55.0,1650.0
1,21,3,0,165,62.0,1385.25,207.788,83.115,55.41,1662.302
0,30,2,1,163,84.0,1713.75,294.551,117.82,78.547,2356.407
1,40,3,0,163,68.0,1337.75,200.662,80.265,53.51,1605.298
0,56,3,0,155,85.0,1543.75,231.562,92.625,61.75,1852.498
0,31,4,3,178,78.0,1742.5,375.727,150.291,100.194,3005.818
0,31,2,0,163,68.0,1548.75,232.312,92.925,61.95,1858.498
1,25,3,0,155,44.0,1122.75,168.412,67.365,44.91,1347.298
1,19,3,0,145,73.0,1380.25,207.038,82.815,55.21,1656.302
0,26,3,0,170,120.0,2137.5,320.625,128.25,85.5,2565.0
0,26,3,0,168,54.0,1465.0,219.75,87.9,58.6,1758.0
0,45,3,1,170,65.0,1492.5,256.523,102.609,68.406,2052.182
0,22,4,3,178,74.0,1747.5,376.805,150.722,100.481,3014.437
0,25,3,0,170,107.0,2012.5,301.875,120.75,80.5,2415.0
0,23,3,0,170,75.0,1702.5,255.375,102.15,68.1,2043.0
0,25,4,3,173,75.0,1711.25,368.988,147.595,98.397,2951.905
0,23,3,0,170,85.0,1802.5,270.375,108.15,72.1,2163.0
1,20,2,0,165,78.0,1550.25,232.538,93.015,62.01,1860.302
1,22,3,0,160,45.0,1179.0,176.85,70.74,47.16,1414.8
